ID_Cliente,Gasto_Total,Frecuencia_Compra,Valor_Promedio_Pedido,Dias_Ultima_Compra,Ingreso_Anual,Region
100680,467,8,58.38,69,107022,Centro
100681,10672,257,41.53,62,121886,Centro
100682,691,6,115.17,69,142506,Centro
100683,991,10,99.1,74,73810,Sur
100684,651,4,162.75,82,60791,Este
100685,252,2,126,54,54854,Centro
100686,199,3,66.33,67,51965,Centro
100687,2044,14,146,67,32342,Norte
100688,1847,16,115.44,82,112569,Sur
100689,22577,163,138.51,79,111649,Centro
100690,527,6,87.83,80,50539,Centro
100691,6715,92,72.99,75,30000,Norte
100692,1010,7,144.29,51,36518,Oeste
100693,692,11,62.91,87,46554,Norte
100694,3204,65,49.29,76,76801,Centro
100695,759,9,84.33,64,30000,Sur
100696,7701,91,84.63,94,30000,Centro
100697,513,5,102.6,73,102188,Centro
100698,476,3,158.67,64,55521,Centro
100699,275,2,137.5,73,55500,Este
100700,835,6,139.17,77,115172,Sur
100701,2040,15,136,97,114655,Sur
100702,8886,70,126.94,85,58938,Norte
100703,522,5,104.4,65,33037,Este
100704,361,6,60.17,75,30000,Norte
100705,1284,19,67.58,69,74983,Centro
100706,3132,39,80.31,83,64361,Este
100707,22748,446,51,78,108143,Norte
100708,315,7,45,63,160483,Este
100709,877,6,146.17,67,52145,Oeste
100710,1497,11,136.09,84,119104,Norte
100711,474,7,67.71,78,90102,Sur
100712,1391,17,81.82,81,46345,Oeste
100713,1532,11,139.27,79,111794,Norte
100714,3493,59,59.2,78,30000,Centro
100715,33943,509,66.69,77,64404,Oeste
100716,1414,11,128.55,76,70951,Centro
100717,8563,134,63.9,64,55024,Este
100718,1048,16,65.5,86,36336,Sur
100719,2805,24,116.88,82,86091,Norte
100720,13798,147,93.86,87,30619,Norte
100721,2805,29,96.72,76,30000,Norte
100722,191,3,63.67,79,119269,Centro
100723,95,1,95,78,104207,Sur
100724,2523,53,47.6,75,134115,Este
100725,1020,20,51,75,73107,Centro
100726,804,16,50.25,73,46142,Centro
100727,2081,23,90.48,68,30000,Centro
100728,3195,26,122.88,77,30000,Sur
100729,38795,321,120.86,83,125066,Centro
100730,706,13,54.31,84,94251,Este
100731,295,3,98.33,80,75107,Oeste
100732,3498,29,120.62,69,114050,Centro
100733,821,6,136.83,78,117332,Norte
100734,2262,15,150.8,59,89820,Oeste
100735,1871,19,98.47,72,97322,Centro
100736,1286,9,142.89,56,136865,Norte
100737,425,3,141.67,81,119732,Norte
100738,297,4,74.25,74,87525,Centro
100739,1823,16,113.94,95,104963,Sur
100740,251,4,62.75,71,57873,Centro
100741,436,5,87.2,89,79101,Norte
100742,273,2,136.5,89,61280,Centro
100743,1687,19,88.79,63,77917,Sur
100744,4963,61,81.36,69,30000,Centro
100745,3564,27,132,74,30000,Centro
100746,1868,25,74.72,82,70244,Sur
100747,1206,17,70.94,66,78727,Este
100748,156,3,52,75,108425,Norte
100749,2835,28,101.25,67,30000,Este
100750,5384,81,66.47,84,115851,Centro
100751,1778,15,118.53,73,70088,Sur
100752,31726,252,125.9,74,30000,Norte
100753,1452,18,80.67,71,63372,Centro
100754,6625,74,89.53,69,84958,Norte
100755,1608,14,114.86,69,107298,Centro
100756,604,4,151,67,38992,Este
100757,624,5,124.8,72,55475,Norte
100758,3499,75,46.65,70,110089,Norte
100759,3003,51,58.88,77,72840,Norte
100760,2935,21,139.76,78,30000,Norte
100761,1249,16,78.06,75,182498,Este
100762,2993,36,83.14,83,79345,Norte
100763,2524,27,93.48,85,62045,Centro
100764,6917,55,125.76,79,94718,Norte
100765,2195,49,44.8,70,63392,Centro
100766,7576,124,61.1,78,98522,Sur
100767,251,5,50.2,73,63070,Norte
100768,4727,46,102.76,89,68083,Sur
100769,795,6,132.5,82,48710,Centro
100770,837,7,119.57,82,135983,Centro
100771,10542,180,58.57,73,118459,Norte
100772,28908,223,129.63,76,61162,Centro
100773,518,4,129.5,83,53489,Norte
100774,969,8,121.12,77,139508,Norte
100775,18594,207,89.83,86,39828,Oeste
100776,320,3,106.67,72,92784,Sur
100777,1540,12,128.33,78,52600,Sur
100778,18,1,18,85,95490,Norte
100779,6126,49,125.02,86,92527,Centro
100780,145,1,145,71,92709,Oeste
100781,1131,8,141.38,70,63812,Norte
100782,1370,20,68.5,80,30000,Centro
100783,7064,56,126.14,60,63065,Este
100784,553,5,110.6,83,98788,Este
100785,1264,15,84.27,72,150805,Sur
100786,1172,10,117.2,72,58904,Norte
100787,1875,18,104.17,81,45169,Sur
100788,2680,61,43.93,73,30000,Este
100789,4947,38,130.18,86,54095,Este
100790,895,22,40.68,60,69126,Norte
100791,6135,51,120.29,81,90362,Centro
100792,3447,31,111.19,67,113156,Centro
100793,1904,15,126.93,67,93878,Oeste
100794,15596,118,132.17,74,140510,Este
100795,560,4,140,87,85697,Norte
100796,8897,80,111.21,79,68174,Sur
100797,1156,12,96.33,68,72757,Sur
100798,21931,185,118.55,76,30000,Norte
100799,1568,22,71.27,73,40579,Oeste
100800,339,4,84.75,70,56724,Centro
100801,2053,21,97.76,81,72179,Norte
100802,31926,278,114.84,75,30000,Centro
100803,2864,21,136.38,78,78879,Sur
100804,21816,146,149.42,87,46735,Centro
100805,1050,22,47.73,70,87721,Sur
100806,872,10,87.2,87,70441,Norte
100807,1889,27,69.96,73,65731,Centro
100808,1972,21,93.9,75,58923,Centro
100809,1622,24,67.58,76,57275,Oeste
100810,5975,46,129.89,90,113755,Norte
100811,722,15,48.13,67,82221,Centro
100812,787,12,65.58,76,50573,Norte
100813,5215,68,76.69,77,30000,Este
100814,412,3,137.33,85,30000,Norte
100815,5753,41,140.32,75,56318,Norte
100816,948,7,135.43,67,30000,Norte
100817,7240,88,82.27,64,31080,Sur
100818,1622,15,108.13,77,147911,Este
100819,1697,25,67.88,63,111763,Norte
100820,1164,9,129.33,79,68530,Centro
100821,218,5,43.6,70,80670,Norte
100822,21096,196,107.63,55,117126,Sur
100823,11588,89,130.2,80,68483,Sur
100824,270,4,67.5,85,94085,Oeste
100825,2761,27,102.26,74,123089,Sur
100826,338,4,84.5,55,59328,Centro
100827,6367,92,69.21,71,82891,Oeste
100828,933,21,44.43,81,138682,Oeste
100829,4910,36,136.39,66,32085,Centro
100830,284,3,94.67,79,50552,Centro
100831,138,1,138,58,70351,Centro
100832,1222,12,101.83,92,108130,Norte
100833,4778,47,101.66,75,30000,Este
100834,556,5,111.2,64,51783,Norte
100835,384,9,42.67,71,95328,Sur
100836,2916,43,67.81,77,30000,Norte
100837,570,6,95,75,122501,Sur
100838,82,2,41,80,102799,Este
100839,447,4,111.75,66,70734,Norte
100840,2117,15,141.13,78,140850,Sur
100841,1395,24,58.12,65,42922,Norte
100842,14358,180,79.77,74,68010,Sur
100843,1465,14,104.64,74,30000,Centro
100844,564,4,141,83,30000,Sur
100845,475,7,67.86,72,30000,Este
100846,1287,19,67.74,79,41842,Centro
100847,1288,13,99.08,74,43709,Norte
100848,1499,14,107.07,82,72236,Norte
100849,1600,11,145.45,72,90820,Sur
100850,7400,90,82.22,77,67592,Este
100851,2086,21,99.33,67,72807,Sur
100852,1011,13,77.77,69,131267,Centro
100853,6968,88,79.18,83,40814,Este
100854,61347,662,92.67,67,78091,Este
100855,1602,14,114.43,53,55951,Norte
100856,997,8,124.62,72,30000,Norte
100857,1716,17,100.94,69,149808,Norte
100858,600,8,75,61,93456,Oeste
100859,411,3,137,72,85836,Centro
100860,1512,28,54,93,34429,Este
100861,1743,16,108.94,75,48129,Sur
100862,798,6,133,74,124787,Centro
100863,6347,133,47.72,78,163113,Centro
100864,18315,242,75.68,92,86432,Norte
100865,4869,46,105.85,83,79882,Oeste
100866,227,2,113.5,73,113576,Centro
100867,10363,76,136.36,83,74997,Norte
100868,940,8,117.5,90,30000,Norte
100869,1297,28,46.32,85,63013,Sur
100870,8556,71,120.51,74,101200,Centro
100871,4777,34,140.5,70,142345,Norte
100872,914,8,114.25,83,83439,Este
100873,1466,13,112.77,95,62629,Centro
100874,2961,20,148.05,81,38440,Este
100875,5049,79,63.91,91,30000,Norte
100876,1820,21,86.67,64,38895,Este
100877,9789,78,125.5,69,30000,Oeste
100878,2456,46,53.39,66,69402,Centro
100879,585,14,41.79,86,30000,Oeste
100880,472,12,39.33,103,30000,Norte
100881,5770,127,45.43,79,30000,Oeste
100882,3399,34,99.97,73,89964,Norte
100883,6107,98,62.32,78,101739,Centro
100884,1523,12,126.92,70,99839,Sur
100885,780,17,45.88,72,95472,Este
100886,1547,16,96.69,71,34303,Centro
100887,8988,154,58.36,85,121909,Este
100888,980,10,98,67,57156,Norte
100889,3819,44,86.8,76,145799,Centro
100890,1974,24,82.25,73,63679,Sur
100891,580,6,96.67,63,30000,Sur
100892,4659,51,91.35,83,30000,Centro
100893,9949,69,144.19,75,76470,Centro
100894,676,5,135.2,65,30000,Sur
100895,1169,10,116.9,74,72489,Oeste
100896,16932,228,74.26,76,101243,Norte
100897,16923,245,69.07,77,135875,Centro
100898,5527,37,149.38,75,61041,Centro
100899,653,7,93.29,81,101047,Sur
100900,731,5,146.2,74,117201,Centro
100901,9756,141,69.19,89,80943,Este
100902,186,2,93,83,48141,Oeste
100903,2920,36,81.11,75,73951,Sur
100904,959,8,119.88,79,68563,Oeste
100905,2176,26,83.69,92,97839,Centro
100906,468,5,93.6,76,111497,Sur
100907,3995,42,95.12,80,139775,Sur
100908,3862,35,110.34,69,85916,Centro
100909,3058,22,139,67,51055,Centro
100910,225,2,112.5,71,139710,Centro
100911,300,2,150,84,91961,Este
100912,970,22,44.09,78,78098,Centro
100913,1291,9,143.44,85,30000,Centro
100914,1000,10,100,77,35205,Centro
100915,1654,27,61.26,72,96330,Norte
100916,451,3,150.33,73,96062,Sur
100917,16927,237,71.42,62,128505,Este
100918,924,20,46.2,66,55369,Norte
100919,864,6,144,70,84169,Sur
100920,1797,16,112.31,62,106772,Sur
100921,1938,15,129.2,65,72453,Centro
100922,1201,14,85.79,70,62366,Este
100923,5756,129,44.62,65,44611,Este
100924,9038,146,61.9,79,75821,Sur
100925,406,3,135.33,74,118400,Centro
100926,369,4,92.25,87,98283,Norte
100927,1742,27,64.52,77,88647,Norte
100928,1050,8,131.25,72,77837,Este
100929,1431,20,71.55,71,119718,Sur
100930,703,14,50.21,66,103785,Oeste
100931,229,2,114.5,76,30000,Sur
100932,491,4,122.75,94,83608,Sur
100933,7508,153,49.07,70,74388,Sur
100934,2412,25,96.48,75,82994,Norte
100935,1876,40,46.9,63,93205,Sur
100936,3090,47,65.74,83,78538,Centro
100937,7277,101,72.05,74,103048,Sur
100938,1194,26,45.92,66,59177,Sur
100939,3676,50,73.52,90,37982,Norte
100940,1088,14,77.71,69,127564,Norte
100941,1127,27,41.74,71,30000,Centro
100942,971,14,69.36,76,80515,Norte
100943,8624,125,68.99,70,47633,Norte
100944,10281,141,72.91,66,30000,Este
100945,1195,21,56.9,81,97038,Centro
100946,1824,16,114,68,109631,Sur
100947,17995,330,54.53,91,121077,Oeste
100948,9446,63,149.94,77,100524,Sur
100949,256,2,128,81,75607,Norte
100950,2730,22,124.09,78,104353,Oeste
100951,566,4,141.5,72,59084,Este
100952,1540,34,45.29,79,39566,Norte
100953,889,7,127,74,92872,Este
100954,21369,309,69.16,65,123268,Norte
100955,11265,91,123.79,70,80121,Norte
100956,21603,187,115.52,63,84989,Norte
100957,12330,204,60.44,77,74017,Oeste
100958,748,8,93.5,61,92224,Norte
100959,3969,38,104.45,86,97799,Centro
100960,952,10,95.2,85,76956,Sur
100961,2809,24,117.04,88,79275,Este
100962,7502,57,131.61,74,112597,Centro
100963,983,17,57.82,77,72427,Este
100964,263,3,87.67,73,101083,Centro
100965,2528,33,76.61,70,43816,Centro
100966,5343,54,98.94,78,113227,Sur
100967,6404,48,133.42,83,114197,Norte
100968,1716,12,143,89,30000,Sur
100969,667,5,133.4,76,73272,Centro
100970,5341,93,57.43,75,89657,Centro
100971,731,6,121.83,80,111402,Norte
100972,3324,33,100.73,71,98042,Norte
100973,5326,103,51.71,76,66726,Sur
100974,107,1,107,66,125388,Centro
100975,1574,23,68.43,72,72737,Centro
100976,1972,36,54.78,73,65379,Centro
100977,134,1,134,66,105596,Norte
100978,3639,35,103.97,70,57786,Este
100979,19,1,19,82,59122,Centro
100980,8789,68,129.25,93,79893,Sur
100981,459,3,153,66,113701,Sur
100982,122,1,122,76,73290,Norte
100983,272,5,54.4,58,136560,Sur
100984,11533,119,96.92,69,81667,Este
100985,489,6,81.5,75,90425,Oeste
100986,4337,48,90.35,80,91475,Sur
100987,539,4,134.75,85,73821,Sur
100988,1741,14,124.36,78,30000,Centro
100989,1402,29,48.34,72,30000,Oeste
100990,2260,31,72.9,69,112434,Norte
100991,3980,84,47.38,76,121314,Centro
100992,7832,74,105.84,84,46234,Sur
100993,375,5,75,72,30000,Sur
100994,259,3,86.33,75,51799,Sur
100995,2572,36,71.44,97,56372,Oeste
100996,19672,260,75.66,67,50798,Sur
100997,7336,49,149.71,67,41365,Norte
100998,298,2,149,70,71097,Oeste
100999,3200,38,84.21,83,75670,Centro
101000,1171,9,130.11,95,97187,Centro
101001,170929,2244,76.17,82,37591,Este
101002,3755,31,121.13,77,95998,Centro
101003,292,4,73,64,30000,Centro
101004,1164,21,55.43,83,63849,Oeste
101005,3456,24,144,81,37887,Centro
101006,2880,20,144,84,49036,Este
101007,21199,158,134.17,82,83735,Este
101008,11446,106,107.98,88,40846,Centro
101009,551,8,68.88,80,66226,Este
101010,602,9,66.89,67,30000,Norte
101011,1402,12,116.83,85,34634,Oeste
101012,1964,20,98.2,83,33562,Centro
101013,1338,28,47.79,72,62817,Este
101014,290,4,72.5,61,96127,Centro
101015,7351,88,83.53,78,162473,Centro
101016,1592,20,79.6,84,30000,Oeste
101017,1426,15,95.07,69,129166,Oeste
101018,2892,20,144.6,56,76488,Norte
101019,3449,61,56.54,82,38296,Sur
101020,1083,9,120.33,68,106751,Centro
101021,23419,241,97.17,80,95063,Sur
101022,1242,9,138,73,127093,Sur
101023,2922,44,66.41,90,31834,Este
101024,19807,178,111.28,85,30000,Norte
101025,4640,41,113.17,89,31498,Centro
101026,205,2,102.5,97,30000,Centro
101027,1078,8,134.75,71,116811,Oeste
101028,1144,19,60.21,77,95730,Sur
101029,76,2,38,71,124052,Este
101030,192,1,192,72,71889,Centro
101031,27105,284,95.44,75,73663,Norte
101032,2962,38,77.95,81,47091,Centro
101033,12607,174,72.45,80,95102,Sur
101034,2452,30,81.73,80,74087,Centro
101035,1894,13,145.69,93,30000,Centro
101036,560,5,112,73,80087,Norte
101037,5061,84,60.25,77,100947,Norte
101038,816,7,116.57,67,38831,Este
101039,1271,18,70.61,71,50871,Este
101040,250,2,125,59,70831,Sur
101041,46259,562,82.31,75,44677,Oeste
101042,4560,71,64.23,80,63064,Este
101043,2978,24,124.08,76,79058,Centro
101044,151,2,75.5,68,65716,Centro
101045,60,1,60,64,148058,Norte
101046,738,8,92.25,78,107941,Sur
101047,129,1,129,92,39306,Este
101048,114,1,114,82,92166,Sur
101049,579,7,82.71,80,82038,Norte
101050,2149,26,82.65,78,78661,Norte
101051,3856,37,104.22,61,103019,Este
101052,5353,66,81.11,55,96389,Este
101053,1120,19,58.95,77,39524,Este
101054,1011,7,144.43,67,145113,Centro
101055,472,9,52.44,88,30000,Sur
101056,1165,11,105.91,71,139693,Norte
101057,366,9,40.67,82,152000,Centro
101058,391,4,97.75,79,102283,Este
101059,122,1,122,86,74267,Oeste
101060,10467,119,87.96,72,42990,Norte
101061,472,6,78.67,84,96335,Centro
101062,1150,9,127.78,70,30000,Norte
101063,1623,23,70.57,82,30000,Centro
101064,5495,107,51.36,78,62924,Oeste
101065,6068,87,69.75,80,30000,Oeste
101066,235,2,117.5,88,57549,Sur
101067,3820,30,127.33,96,89846,Centro
101068,1729,13,133,70,62490,Norte
101069,3687,46,80.15,68,101142,Este
101070,495,6,82.5,92,82381,Oeste
101071,2825,31,91.13,74,89023,Oeste
101072,1515,17,89.12,73,30000,Sur
101073,1015,13,78.08,82,30591,Centro
101074,967,7,138.14,82,50534,Sur
101075,241,2,120.5,72,71026,Centro
101076,3692,66,55.94,77,105057,Oeste
101077,2854,22,129.73,77,58474,Sur
101078,15623,185,84.45,80,30000,Norte
101079,1397,9,155.22,75,84682,Sur
101080,7388,62,119.16,68,37833,Este
101081,2850,28,101.79,79,109851,Norte
101082,366,4,91.5,75,32813,Sur
101083,5159,47,109.77,84,74031,Centro
101084,9319,100,93.19,78,67773,Norte
101085,830,8,103.75,73,101342,Centro
101086,93716,1202,77.97,70,56792,Centro
101087,825,13,63.46,86,104146,Centro
101088,3055,42,72.74,78,134091,Centro
101089,635,14,45.36,70,130778,Norte
101090,1577,12,131.42,80,30000,Sur
101091,1975,46,42.93,75,98812,Sur
101092,5270,87,60.57,67,59253,Oeste
101093,4352,36,120.89,72,30000,Sur
101094,10452,214,48.84,76,59348,Sur
101095,748,8,93.5,90,67156,Este
101096,973,7,139,70,119786,Este
101097,19816,315,62.91,81,42932,Este
101098,95,1,95,56,85927,Oeste
101099,12415,111,111.85,66,53759,Este
101100,6706,145,46.25,78,76422,Norte
101101,1496,17,88,76,70422,Norte
101102,1211,10,121.1,70,62596,Oeste
101103,1557,12,129.75,84,58332,Sur
101104,9128,156,58.51,74,76881,Sur
101105,2050,43,47.67,72,38360,Centro
101106,8614,210,41.02,80,138170,Sur
101107,15536,127,122.33,66,98867,Este
101108,436,6,72.67,69,140646,Centro
101109,887,16,55.44,93,76337,Oeste
101110,399,5,79.8,71,70931,Oeste
101111,1008,23,43.83,82,92495,Sur
101112,11376,181,62.85,80,84462,Sur
101113,527,10,52.7,64,96085,Norte
101114,372,5,74.4,88,81758,Centro
101115,263,4,65.75,67,104535,Sur
101116,2312,25,92.48,102,62583,Este
101117,674,10,67.4,74,92673,Sur
101118,7004,82,85.41,88,88182,Norte
101119,3005,26,115.58,84,78730,Centro
101120,3620,62,58.39,74,70326,Sur
101121,12141,181,67.08,79,66545,Este
101122,132,2,66,69,82752,Centro
101123,772,7,110.29,72,78193,Norte
101124,1359,10,135.9,83,30000,Norte
101125,8950,111,80.63,71,63527,Oeste
101126,2939,25,117.56,88,30000,Este
101127,10446,155,67.39,81,30000,Oeste
101128,3615,63,57.38,74,71571,Centro
101129,4107,86,47.76,80,55596,Norte
101130,944,6,157.33,76,154198,Centro
101131,11419,108,105.73,84,94909,Este
101132,5001,110,45.46,66,90972,Sur
101133,6398,56,114.25,75,30000,Centro
101134,2492,19,131.16,67,90631,Centro
101135,385,3,128.33,87,105187,Norte
101136,239,4,59.75,74,73292,Norte
101137,580,12,48.33,72,138525,Centro
101138,6638,51,130.16,71,52230,Sur
101139,1178,29,40.62,80,63892,Norte
101140,1534,13,118,80,96546,Sur
101141,2228,20,111.4,71,77208,Centro
101142,36,1,36,69,100316,Sur
101143,1660,13,127.69,67,70747,Oeste
101144,1264,13,97.23,92,145997,Sur
101145,4168,76,54.84,79,66650,Centro
101146,1049,13,80.69,76,67621,Norte
101147,1877,30,62.57,80,88377,Este
101148,365,3,121.67,71,95053,Sur
101149,302,2,151,73,135075,Norte
101150,6933,79,87.76,76,44900,Centro
101151,1215,9,135,71,103824,Este
101152,1320,18,73.33,95,30000,Centro
101153,315,4,78.75,75,30000,Norte
101154,392,3,130.67,77,66535,Centro
101155,10116,68,148.76,86,78024,Oeste
101156,10477,152,68.93,77,84432,Norte
101157,2007,34,59.03,76,30000,Norte
101158,598,13,46,74,30000,Este
101159,12809,152,84.27,81,107612,Centro
101160,233,4,58.25,60,31316,Centro
101161,338,3,112.67,88,36328,Norte
101162,22098,215,102.78,67,128303,Centro
101163,903,14,64.5,93,30170,Norte
101164,414,5,82.8,69,38574,Centro
101165,17207,146,117.86,73,51563,Sur
101166,852,6,142,74,30000,Este
101167,136,1,136,79,101091,Centro
101168,4901,67,73.15,76,143915,Sur
101169,764,9,84.89,84,90849,Este
101170,7954,69,115.28,89,80921,Este
101171,849,10,84.9,61,30000,Sur
101172,3478,53,65.62,78,98789,Centro
101173,3777,26,145.27,71,103373,Norte
101174,1197,11,108.82,75,145600,Oeste
101175,624,7,89.14,66,85851,Este
101176,2711,20,135.55,82,70545,Sur
101177,840,13,64.62,85,81271,Sur
101178,1756,23,76.35,77,69351,Centro
101179,2010,33,60.91,67,44980,Este
101180,3450,73,47.26,85,86706,Sur
101181,4122,54,76.33,83,102359,Centro
101182,11616,95,122.27,77,77881,Centro
101183,13727,328,41.85,70,40229,Centro
101184,3701,33,112.15,85,128104,Sur
101185,5548,85,65.27,70,30000,Oeste
101186,9468,209,45.3,70,45923,Centro
101187,2986,37,80.7,77,30000,Oeste
101188,256,5,51.2,75,113506,Sur
101189,2537,21,120.81,65,107518,Sur
101190,333,4,83.25,65,167452,Centro
101191,1119,12,93.25,74,77886,Sur
101192,1242,13,95.54,77,48261,Centro
101193,626,7,89.43,65,142241,Norte
101194,3528,38,92.84,91,101506,Centro
101195,4291,63,68.11,81,54061,Sur
101196,214,2,107,72,88079,Centro
101197,888,7,126.86,81,103383,Sur
101198,99,2,49.5,90,119215,Centro
101199,3546,65,54.55,89,137183,Sur
101200,4829,71,68.01,69,59832,Sur
101201,311,3,103.67,76,65716,Oeste
101202,6112,47,130.04,84,30000,Centro
101203,3204,44,72.82,79,97103,Oeste
101204,5779,80,72.24,67,41881,Centro
101205,3881,33,117.61,76,150596,Este
101206,2164,19,113.89,66,146528,Centro
101207,951,11,86.45,61,88513,Sur
101208,8998,61,147.51,68,30000,Centro
101209,2856,66,43.27,71,115585,Centro
101210,5412,52,104.08,71,43218,Centro
101211,1206,28,43.07,77,91579,Centro
101212,437,5,87.4,76,30000,Norte
101213,4138,39,106.1,81,145681,Centro
101214,4849,71,68.3,79,120643,Centro
101215,5824,99,58.83,57,68497,Norte
101216,2746,32,85.81,70,80144,Norte
101217,6227,111,56.1,68,84726,Centro
101218,5168,39,132.51,74,123185,Norte
101219,347,5,69.4,56,63004,Oeste
101220,8322,128,65.02,74,103221,Norte
101221,143,3,47.67,58,113278,Centro
101222,2422,19,127.47,74,64414,Centro
101223,1855,19,97.63,87,123531,Oeste
101224,682,5,136.4,68,51287,Sur
101225,667,5,133.4,77,105305,Centro
101226,463,3,154.33,87,39272,Sur
101227,313,3,104.33,71,128072,Norte
101228,3223,75,42.97,81,72862,Centro
101229,213,4,53.25,68,30000,Este
101230,1618,28,57.79,80,168830,Centro
101231,2481,35,70.89,69,135104,Sur
101232,467,5,93.4,81,55918,Centro
101233,14487,128,113.18,75,119184,Centro
101234,1141,13,87.77,73,75061,Este
101235,13295,137,97.04,96,100774,Sur
101236,2029,16,126.81,60,136835,Sur
101237,2516,19,132.42,78,74527,Centro
101238,2762,21,131.52,75,31981,Centro
101239,5344,55,97.16,97,95419,Centro
101240,370,4,92.5,78,79292,Centro
101241,8569,100,85.69,85,62563,Centro
101242,1893,23,82.3,64,76212,Oeste
101243,2819,29,97.21,68,30000,Centro
101244,27167,573,47.41,76,79494,Este
101245,1910,21,90.95,82,44314,Norte
101246,468,4,117,75,122682,Sur
101247,9302,98,94.92,65,108673,Centro
101248,2417,28,86.32,68,96522,Norte
101249,13089,211,62.03,100,154002,Este
101250,1123,9,124.78,70,33232,Centro
101251,4011,33,121.55,54,40498,Centro
101252,1119,8,139.88,75,30000,Centro
101253,1951,15,130.07,70,136449,Norte
101254,491,3,163.67,86,91816,Este
101255,2357,50,47.14,72,103946,Norte
101256,226,4,56.5,82,72826,Centro
101257,73,2,36.5,68,30000,Sur
101258,4923,118,41.72,79,58279,Centro
101259,215,2,107.5,64,74257,Centro
101260,1867,36,51.86,70,51797,Norte
101261,2815,44,63.98,69,35964,Centro
101262,1242,17,73.06,82,30000,Norte
101263,148,3,49.33,77,81577,Norte
101264,310,3,103.33,78,75583,Centro
101265,70788,1276,55.48,68,130334,Centro
101266,5728,60,95.47,68,30000,Centro
101267,94872,635,149.4,59,33177,Este
101268,2059,14,147.07,81,89643,Oeste
101269,2914,29,100.48,68,100190,Centro
101270,551,4,137.75,70,30795,Este
101271,5831,44,132.52,70,102404,Norte
101272,766,6,127.67,69,61185,Este
101273,1269,13,97.62,70,30262,Centro
101274,2627,24,109.46,86,30000,Norte
101275,7483,97,77.14,87,48393,Centro
101276,481,3,160.33,71,128818,Este
101277,1251,19,65.84,93,54104,Sur
101278,730,6,121.67,88,86390,Este
101279,282,3,94,73,38220,Centro
101280,2071,27,76.7,77,66789,Este
101281,336,5,67.2,76,74533,Norte
101282,12597,149,84.54,70,127090,Este
101283,840,8,105,61,127701,Este
101284,633,11,57.55,94,75664,Norte
101285,2478,35,70.8,67,30000,Este
101286,682,5,136.4,87,55784,Sur
101287,1085,18,60.28,66,104613,Norte
101288,2132,46,46.35,69,42801,Sur
101289,16123,150,107.49,72,118239,Centro
101290,3764,26,144.77,82,144037,Sur
101291,408,5,81.6,78,36345,Norte
101292,967,8,120.88,76,95698,Este
101293,1863,12,155.25,72,42207,Centro
101294,2035,17,119.71,87,73669,Centro
101295,5564,83,67.04,63,30000,Sur
101296,596,5,119.2,83,30000,Centro
101297,1278,10,127.8,82,120323,Centro
101298,1296,23,56.35,87,33103,Centro
101299,868,6,144.67,79,70206,Oeste
101300,10057,111,90.6,89,106416,Oeste
101301,165,2,82.5,82,30000,Norte
101302,139,2,69.5,76,102200,Centro
101303,10511,80,131.39,90,83483,Este
101304,3959,68,58.22,69,78327,Este
101305,958,10,95.8,81,79511,Centro
101306,6851,50,137.02,81,106868,Oeste
101307,1197,16,74.81,59,143412,Norte
101308,1598,11,145.27,83,41269,Centro
101309,3481,35,99.46,65,63307,Este
101310,1349,14,96.36,69,69904,Este
101311,348,4,87,79,67585,Sur
101312,2234,48,46.54,85,85084,Oeste
101313,1074,22,48.82,66,199422,Sur
101314,937,7,133.86,71,121199,Norte
101315,632,5,126.4,86,107990,Norte
101316,3312,30,110.4,85,144053,Centro
101317,237,3,79,69,41628,Norte
101318,523,4,130.75,70,66725,Sur
101319,6972,152,45.87,67,115837,Norte
101320,628,4,157,79,58670,Centro
101321,790,14,56.43,63,100120,Norte
101322,574,5,114.8,83,49260,Norte
101323,1246,14,89,67,146451,Oeste
101324,4015,33,121.67,85,105699,Norte
101325,397,3,132.33,85,141232,Centro
101326,1424,12,118.67,75,120453,Norte
101327,4060,49,82.86,81,114940,Este
101328,1513,19,79.63,86,30000,Sur
101329,1753,17,103.12,77,68596,Este
101330,224,2,112,61,119218,Oeste
101331,5499,90,61.1,81,89399,Centro
101332,3147,34,92.56,71,153224,Norte
101333,1525,29,52.59,61,68889,Norte
101334,5004,44,113.73,84,86347,Centro
101335,440,8,55,83,49735,Sur
101336,2112,35,60.34,80,73362,Centro
101337,2145,42,51.07,68,96357,Este
101338,3551,31,114.55,80,73372,Centro
101339,1651,37,44.62,75,69870,Centro
101340,853,7,121.86,74,105201,Norte
101341,894,7,127.71,73,30000,Centro
101342,2478,18,137.67,79,141202,Sur
101343,2026,15,135.07,81,51419,Este
101344,326,2,163,86,76675,Norte
101345,10147,72,140.93,82,32543,Este
101346,2106,23,91.57,81,30000,Centro
101347,3668,29,126.48,67,30000,Centro
101348,1540,27,57.04,65,71925,Centro
101349,755,9,83.89,71,78433,Norte
101350,3748,59,63.53,77,79832,Oeste
101351,293,4,73.25,69,100122,Este
101352,3845,34,113.09,74,88539,Centro
101353,750,6,125,69,119479,Norte
101354,588,10,58.8,85,80468,Centro
101355,697,6,116.17,78,63297,Centro
101356,1195,15,79.67,81,61325,Sur
101357,317,5,63.4,77,103619,Centro
101358,6894,121,56.98,70,96268,Norte
101359,698,11,63.45,67,72739,Centro
101360,2309,45,51.31,71,92050,Norte
101361,347,7,49.57,88,46335,Sur
101362,574,13,44.15,78,92009,Centro
